z ,,,,,,,,,,,,,,,,,,,,,,,,,
Ano,Mês,Dia,Alerta,Local-Origem,Local-Destino,Cias-Aéreas,Clube-Milhas,Milheiro,Milhas-Ida,Mês-Ida,Ano-Ida,Milhas-Volta,Mês-Volta,Ano-Volta,Valor-Real,Região-Origem,UF-Origem,País-Destino,Região-Destino,UF-Destino,Ida-Real,Volta-Real,Total-Real,Economia %,Total-Milhas
2024,12,6,Prata,Fortaleza,Miami,Latam,Latam,R$ 0.024,"37,406",02,2025,"41,562",02,2025,"R$ 2,753.00",Nordeste,CE,EUA,Exterior,Flórida,R$ 897.74,R$ 997.49,"R$ 1,895.23",31.16%,"78,968"
2024,12,6,Prata,Salvador,Atenas,Air Europa,Smiles,R$ 0.016,"148,500",09,2025,"47,500",09,2025,"R$ 4,496.00",Nordeste,BA,Grécia,Exterior,Capital,"R$ 2,376.00",R$ 760.00,"R$ 3,136.00",30.25%,"196,000"
2024,12,6,Bronze,Fortaleza,Santa C La Sierra,Gol,Smiles,R$ 0.016,"72,500",01,2025,"72,000",01,2025,"R$ 2,874.00",Nordeste,CE,Bolivia,Exterior,Capital,"R$ 1,160.00","R$ 1,152.00","R$ 2,312.00",19.55%,"144,500"
2024,12,6,Bronze,Salvador,Santiago,Sky Airlines,Smiles,R$ 0.016,"61,000",03,2025,"61,000",03,2025,"R$ 2,568.00",Nordeste,BA,Chile,Exterior,Capital,R$ 976.00,R$ 976.00,"R$ 1,952.00",23.99%,"122,000"
2024,12,6,Prata,Recife,Santiago,Latam,Latam,R$ 0.024,"27,742",03,2025,"27,742",03-04,2025,"R$ 2,382.00",Nordeste,PE,Chile,Exterior,Capital,R$ 665.81,R$ 665.81,"R$ 1,331.62",44.10%,"55,484"
2024,12,6,Bronze,Salvador,Aracaju,Gol,Smiles,R$ 0.016,"15,500",01,2025,"15,500",01,2025,R$ 602.00,Nordeste,BA,Brasil,Nordeste,SE,R$ 248.00,R$ 248.00,R$ 496.00,17.61%,"31,000"
2024,12,6,Prata,Porto Seguro,Rio de Janeiro,Latam,Latam,R$ 0.024,"9,309",02-05,2025,"9,309",02-05,2025,R$ 663.00,Nordeste,BA,Brasil,Sudeste,RJ,R$ 223.42,R$ 223.42,R$ 446.83,32.60%,"18,618"
2024,12,6,Prata,Vitória da Conquista,São Paulo,Latam,Latam,R$ 0.024,"8,591",04-05-06-08-09-10,2025,"8,944",04-05-06-09-10,2025,R$ 718.00,Nordeste,BA,Brasil,Sudeste,SP,R$ 206.18,R$ 214.66,R$ 420.84,41.39%,"17,535"
2024,12,6,Bronze,Recife,Brasília,Gol,Smiles,R$ 0.016,"21,200",04-05,2025,"21,200",04-05,2025,R$ 884.00,Nordeste,PE,Brasil,Centro-Oeste,DF,R$ 339.20,R$ 339.20,R$ 678.40,23.26%,"42,400"
2024,12,6,Bronze,Aracaju,Salvador,Gol,Smiles,R$ 0.016,"15,500",01,2025,"15,500",01,2025,R$ 600.00,Nordeste,SE,Brasil,Nordeste,BA,R$ 248.00,R$ 248.00,R$ 496.00,17.33%,"31,000"
2024,12,6,Bronze,Brasília,Barcelona,Latam,Latam,R$ 0.024,"68,161",04,2025,"67,953",04,2025,"R$ 4,171.00",Centro-Oeste,DF,Espanha,Exterior,Catalunha,"R$ 1,635.86","R$ 1,630.87","R$ 3,266.74",21.68%,"136,114"
2024,12,6,Prata,Goiânia,Santiago,Latam,Latam,R$ 0.024,"19,482",03,2025,"19,482",03,2025,"R$ 1,599.00",Centro-Oeste,GO,Chile,Exterior,Capital,R$ 467.57,R$ 467.57,R$ 935.14,41.52%,"38,964"
2024,12,6,Bronze,Cuiabá,Santa C La Sierra,Gol,Smiles,R$ 0.016,"58,500",01-02,2025,"59,500",02,2025,"R$ 2,488.00",Centro-Oeste,MT,Bolivia,Exterior,Capital,R$ 936.00,R$ 952.00,"R$ 1,888.00",24.12%,"118,000"
2024,12,6,Prata,Brasília,Campo Grande,Latam,Latam,R$ 0.024,"6,023",02,2025,"6,106",02,2025,R$ 550.00,Centro-Oeste,DF,Brasil,Centro-Oeste,MS,R$ 144.55,R$ 146.54,R$ 291.10,47.07%,"12,129"
2024,12,6,Bronze,Goiânia,Rio de Janeiro,Latam,Latam,R$ 0.024,"14,559",02,2025,"10,966",02,2025,R$ 805.00,Centro-Oeste,GO,Brasil,Sudeste,RJ,R$ 349.42,R$ 263.18,R$ 612.60,23.90%,"25,525"
2024,12,6,Prata,Campo Grande,Florianópolis,Latam,Latam,R$ 0.024,"10,216",02,2025,"10,216",02-05,2025,R$ 742.00,Centro-Oeste,MS,Brasil,Sul,SC,R$ 245.18,R$ 245.18,R$ 490.37,33.91%,"20,432"
2024,12,6,Prata,Campo Grande,Vitória,Latam,Latam,R$ 0.024,"12,934",02,2025,"11,997",02,2025,R$ 867.00,Centro-Oeste,MS,Brasil,Sudeste,ES,R$ 310.42,R$ 287.93,R$ 598.34,30.99%,"24,931"
2024,12,6,Prata,Cuiabá,São Paulo,Latam,Latam,R$ 0.024,"5,802",02-03-04-05,2025,"5,723",02-03-04-05,2025,R$ 536.00,Centro-Oeste,MT,Brasil,Sudeste,SP,R$ 139.25,R$ 137.35,R$ 276.60,48.40%,"11,525"
2024,12,6,Bronze,Brasília,São Paulo,Gol,Smiles,R$ 0.016,"13,800",02,2025,"13,800",02,2025,R$ 555.00,Centro-Oeste,DF,Brasil,Sudeste,SP,R$ 220.80,R$ 220.80,R$ 441.60,20.43%,"27,600"
2024,12,6,Prata,Brasília,Rio de Janeiro,Gol,Smiles,R$ 0.016,"13,800",02,2025,"13,800",02,2025,R$ 650.00,Centro-Oeste,DF,Brasil,Sudeste,RJ,R$ 220.80,R$ 220.80,R$ 441.60,32.06%,"27,600"
2024,12,6,Prata,Navegantes,Uberlândia,Latam,Latam,R$ 0.024,"9,934",02,2025,"9,934",02,2025,R$ 722.00,Sul,SC,Brasil,Sudeste,MG,R$ 238.42,R$ 238.42,R$ 476.83,33.96%,"19,868"
2024,12,6,Prata,Cascavel,Belo Horizonte,Latam,Latam,R$ 0.024,"10,966",02-03-04-05,2025,"10,966",02-03-04-05,2025,R$ 766.00,Sul,PR,Brasil,Sudeste,MG,R$ 263.18,R$ 263.18,R$ 526.37,31.28%,"21,932"
2024,12,6,Bronze,Londrina,São Paulo,Latam,Latam,R$ 0.024,"7,778",01-04-06,2025,"6,444",01-04-06,2025,R$ 487.00,Sul,PR,Brasil,Sudeste,SP,R$ 186.67,R$ 154.66,R$ 341.33,29.91%,"14,222"
2024,12,6,Prata,Porto Alegre,Curitiba,Latam,Latam,R$ 0.024,"14,841",02-03-04-05,2025,"7,010",02-03-04-05,2025,R$ 778.00,Sul,RS,Brasil,Sul,PR,R$ 356.18,R$ 168.24,R$ 524.42,32.59%,"21,851"
2024,12,6,Prata,Jaguaruna,São Paulo,Latam,Latam,R$ 0.024,"9,684",03-08,2025,"6,749",03-09,2025,R$ 596.00,Sul,SC,Brasil,Sudeste,SP,R$ 232.42,R$ 161.98,R$ 394.39,33.83%,"16,433"
2024,12,6,Bronze,Porto Alegre,Bogotá,Gol,Smiles,R$ 0.016,"64,000",03,2025,"64,000",03,2025,"R$ 2,476.00",Sul,RS,Colombia,Exterior,Capital,"R$ 1,024.00","R$ 1,024.00","R$ 2,048.00",17.29%,"128,000"
2024,12,6,Bronze,Florianópolis ,Los Angeles,Copa Airlines,Azul,R$ 0.019,"88,500",02,2025,"88,500",02,2025,"R$ 3,794.00",Sul,SC,EUA,Exterior,Califórnia,"R$ 1,681.50","R$ 1,681.50","R$ 3,363.00",11.36%,"177,000"
2024,12,6,Bronze,Florianópolis ,Barcelona,Latam,Latam,R$ 0.024,"66,083",04,2025,"65,876",04,2025,"R$ 4,071.00",Sul,SC,Espanha,Exterior,Catalunha,"R$ 1,585.99","R$ 1,581.02","R$ 3,167.02",22.21%,"131,959"
2024,12,6,Prata,Navegantes,Santiago,Latam,Latam,R$ 0.024,"17,767",03,2025,"17,768",03,2025,"R$ 1,623.00",Sul,SC,Chile,Exterior,Capital,R$ 426.41,R$ 426.43,R$ 852.84,47.45%,"35,535"
2024,12,6,Prata,São Paulo,Lisboa,Latam,Latam,R$ 0.024,"55,693",03-04-05,2025,"55,693",04-05-06,2025,"R$ 4,316.00",Sudeste,SP,Portugual,Exterior,Capital,"R$ 1,336.63","R$ 1,336.63","R$ 2,673.26",38.06%,"111,386"
2024,12,6,Prata,Rio de Janeiro,Buenos Aires,Latam,Latam,R$ 0.024,"23,274",04-05,2025,"23,275",04-05,2025,"R$ 1,804.00",Sudeste,RJ,Argentina,Exterior,Capital,R$ 558.58,R$ 558.60,"R$ 1,117.18",38.07%,"46,549"
2024,12,6,Bronze,São Paulo,Hong Kong,United,Azul,R$ 0.019,"132,500",03,2025,"132,500",03-04,2025,"R$ 5,614.00",Sudeste,SP,China,Exterior,Sudeste,"R$ 2,517.50","R$ 2,517.50","R$ 5,035.00",10.31%,"265,000"
2024,12,6,Bronze,Belo Horizonte,Punta Cana,Copa Airlines,Azul,R$ 0.019,"63,000",03,2025,"63,000",03,2025,"R$ 2,699.00",Sudeste,MG,República Dominicana,Exterior,Caribe,"R$ 1,197.00","R$ 1,197.00","R$ 2,394.00",11.30%,"126,000"
2024,12,6,Prata,Vitória,Santiago,Latam,Latam,R$ 0.024,"19,326",02-03,2025,"19,326",02-03,2025,"R$ 1,734.00",Sudeste,ES,Chile,Exterior,Capital,R$ 463.82,R$ 463.82,R$ 927.65,46.50%,"38,652"
2024,12,6,Bronze,São Paulo,Curitiba,Gol,Smiles,R$ 0.016,"13,800",02,2025,"13,800",02,2025,R$ 567.00,Sudeste,SP,Brasil,Sul,PR,R$ 220.80,R$ 220.80,R$ 441.60,22.12%,"27,600"
2024,12,6,Prata,Uberlândia,Salvador,Latam,Latam,R$ 0.024,"9,247",02-04,2025,"9,247",02-04,2025,R$ 678.00,Sudeste,MG,Brasil,Nordeste,BA,R$ 221.93,R$ 221.93,R$ 443.86,34.53%,"18,494"
2024,12,6,Ouro,Rio de Janeiro,Florianópolis,Latam,Latam,R$ 0.024,"6,402",02-04,2025,"11,403",02-05,2025,R$ 871.00,Sudeste,RJ,Brasil,Sul,SC,R$ 153.65,R$ 273.67,R$ 427.32,50.94%,"17,805"
2024,12,6,Prata,Belo Horizonte,Florianópolis,Latam,Latam,R$ 0.024,"9,028",02,2025,"9,028",02,2025,R$ 699.00,Sudeste,MG,Brasil,Sul,SC,R$ 216.67,R$ 216.67,R$ 433.34,38.01%,"18,056"
2024,12,6,Prata,Vitória,Foz do Iguaçu,Latam,Latam,R$ 0.024,"10,278",02-04-05-06,2025,"10,278",02-03-05-06,2025,R$ 748.00,Sudeste,ES,Brasil,Sul,PR,R$ 246.67,R$ 246.67,R$ 493.34,34.04%,"20,556"
2024,12,7,Prata,Belém,Fortaleza,Azul,Azul,R$ 0.019,"11,040",05,2025,"9,700",05,2025,R$ 692.00,Norte,PA,Brasil,Nordeste,CE,R$ 209.76,R$ 184.30,R$ 394.06,43.05%,"20,740"
2024,12,7,Bronze,Manaus,Roma,Latam,Latam,R$ 0.024,"62,805",02,2025,"62,805",02,2025,"R$ 4,005.00",Norte,AM,Itália,Exterior,Capital,"R$ 1,507.32","R$ 1,507.32","R$ 3,014.64",24.73%,"125,610"
2024,12,7,Bronze,Belém,Roma,Latam,Latam,R$ 0.024,"62,805",02-03,2025,"62,805",02-03-04,2025,"R$ 4,006.00",Norte,PA,Itália,Exterior,Capital,"R$ 1,507.32","R$ 1,507.32","R$ 3,014.64",24.75%,"125,610"
2024,12,7,Bronze,Belém,Mendoza,Gol,Smiles,R$ 0.016,"62,000",06,2025,"62,000",05-06,2025,"R$ 2,524.00",Norte,PA,Argentina,Exterior,Cuyo,R$ 992.00,R$ 992.00,"R$ 1,984.00",21.39%,"124,000"
2024,12,7,Prata,Manaus,Santiago,Latam,Latam,R$ 0.024,"26,692",05-09,2025,"26,692",05-09,2025,"R$ 2,172.00",Norte,AM,Chile,Exterior,Capital,R$ 640.61,R$ 640.61,"R$ 1,281.22",41.01%,"53,384"
2024,12,7,Bronze,Santarém,Belo Horizonte,Latam,Latam,R$ 0.024,"19,615",04,2025,"10,278",04,2025,R$ 877.00,Norte,PA,Brasil,Sudeste,MG,R$ 470.76,R$ 246.67,R$ 717.43,18.19%,"29,893"
2024,12,7,Prata,Belém,São Paulo,Latam,Latam,R$ 0.024,"13,751",03,2025,"11,810",03,2025,"R$ 1,016.00",Norte,PA,Brasil,Sudeste,SP,R$ 330.02,R$ 283.44,R$ 613.46,39.62%,"25,561"
2024,12,7,Prata,Belém,Brasília,Gol,Smiles,R$ 0.016,"24,800",04-05,2025,"21,200",05,2025,"R$ 1,112.00",Norte,PA,Brasil,Centro-Oeste,DF,R$ 396.80,R$ 339.20,R$ 736.00,33.81%,"46,000"
2024,12,7,Bronze,Manaus,Jericoacoara,Latam,Latam,R$ 0.024,"22,635",06-09,2025,"22,635",06-09,2025,"R$ 1,493.00",Norte,AM,Brasil,Nordeste,SE,R$ 543.24,R$ 543.24,"R$ 1,086.48",27.23%,"45,270"
2024,12,7,Prata,Fortaleza,Miami,Latam,Latam,R$ 0.024,"37,683",02,2025,"41,870",02,2025,"R$ 2,773.00",Nordeste,CE,EUA,Exterior,Flórida,R$ 904.39,"R$ 1,004.88","R$ 1,909.27",31.15%,"79,553"
2024,12,7,Bronze,Fortaleza,Londres,Air France,Smiles,R$ 0.016,"133,700",03,2025,"101,500",04,2025,"R$ 5,015.00",Nordeste,CE,Inglaterra,Exterior,Capital,"R$ 2,139.20","R$ 1,624.00","R$ 3,763.20",24.96%,"235,200"
2024,12,7,Bronze,Salvador,Barcelona,Air France,Smiles,R$ 0.016,"147,900",03-04,2025,"57,000",04-05,2025,"R$ 3,878.00",Nordeste,BA,Espanha,Exterior,Catalunha,"R$ 2,366.40",R$ 912.00,"R$ 3,278.40",15.46%,"204,900"
2024,12,7,Bronze,Salvador,Roma,Air Europa,Smiles,R$ 0.016,"154,100",03-04,2025,"47,800",04-05,2025,"R$ 3,949.00",Nordeste,BA,Itália,Exterior,Capital,"R$ 2,465.60",R$ 764.80,"R$ 3,230.40",18.20%,"201,900"
2024,12,7,Bronze,São Luís,Roma,Latam,Latam,R$ 0.024,"62,805",02,2025,"62,805",02,2025,"R$ 3,999.00",Nordeste,MA,Itália,Exterior,Capital,"R$ 1,507.32","R$ 1,507.32","R$ 3,014.64",24.62%,"125,610"
2024,12,7,Bronze,Fortaleza,Roma,Latam,Latam,R$ 0.024,"68,248",02,2025,"62,805",02,2025,"R$ 4,198.00",Nordeste,CE,Itália,Exterior,Capital,"R$ 1,637.95","R$ 1,507.32","R$ 3,145.27",25.08%,"131,053"
2024,12,7,Bronze,Aracaju,São Paulo,Gol,Smiles,R$ 0.016,"21,200",03,2025,"18,500",03,2025,R$ 739.00,Nordeste,SE,Brasil,Sudeste,SP,R$ 339.20,R$ 296.00,R$ 635.20,14.05%,"39,700"
2024,12,7,Bronze,Vitória da Conquista,São Paulo,Gol,Smiles,R$ 0.016,"30,000",02,2025,"18,000",02,2025,"R$ 1,078.00",Nordeste,BA,Brasil,Sudeste,SP,R$ 480.00,R$ 288.00,R$ 768.00,28.76%,"48,000"
2024,12,7,Bronze,Recife,Brasília,Gol,Smiles,R$ 0.016,"21,000",05,2025,"21,200",05,2025,R$ 884.00,Nordeste,PE,Brasil,Centro-Oeste,DF,R$ 336.00,R$ 339.20,R$ 675.20,23.62%,"42,200"
2024,12,7,Prata,Fortaleza,Uberlândia,Latam,Latam,R$ 0.024,"12,809",03,2025,"9,419",03-04,2025,R$ 806.00,Nordeste,CE,Brasil,Sudeste,MG,R$ 307.42,R$ 226.06,R$ 533.47,33.81%,"22,228"
2024,12,7,Bronze,Petrolina,São Paulo,Gol,Smiles,R$ 0.016,"17,500",02,2025,"17,500",02,2025,R$ 675.00,Nordeste,PE,Brasil,Sudeste,SP,R$ 280.00,R$ 280.00,R$ 560.00,17.04%,"35,000"
2024,12,7,Bronze,Goiânia,Buenos Aires,Gol,Smiles,R$ 0.016,"48,500",12,2024,"52,000",12,2024,"R$ 2,062.00",Centro-Oeste,GO,Argentina,Exterior,Capital,R$ 776.00,R$ 832.00,"R$ 1,608.00",22.02%,"100,500"
2024,12,7,Bronze,Brasília,Buenos Aires,Gol,Smiles,R$ 0.016,"58,500",09-10,2025,"58,000",10,2025,"R$ 2,313.00",Centro-Oeste,DF,Argentina,Exterior,Capital,R$ 936.00,R$ 928.00,"R$ 1,864.00",19.41%,"116,500"
2024,12,7,Bronze,Brasília,Mendoza,Gol,Smiles,R$ 0.016,"62,000",05,2025,"62,000",05,2025,"R$ 2,503.00",Centro-Oeste,DF,Argentina,Exterior,Cuyo,R$ 992.00,R$ 992.00,"R$ 1,984.00",20.74%,"124,000"
2024,12,7,Bronze,Brasília,Barcelona,Latam,Latam,R$ 0.024,"68,667",04,2025,"68,458",04,2025,"R$ 4,199.00",Centro-Oeste,DF,Espanha,Exterior,Catalunha,"R$ 1,648.01","R$ 1,642.99","R$ 3,291.00",21.62%,"137,125"
2024,12,7,Bronze,Goiânia,San José,Gol,Smiles,R$ 0.016,"51,000",12,2024,"51,000",12,2024,"R$ 2,115.00",Centro-Oeste,GO,Costa Rica,Exterior,Capital,R$ 816.00,R$ 816.00,"R$ 1,632.00",22.84%,"102,000"
2024,12,7,Ouro,Brasília,Campinas,Gol,Smiles,R$ 0.016,"9,100",02,2025,"9,100",02,2025,R$ 776.00,Centro-Oeste,DF,Brasil,Sudeste,SP,R$ 145.60,R$ 145.60,R$ 291.20,62.47%,"18,200"
2024,12,7,Bronze,Campo Grande,Salvador,Gol,Smiles,R$ 0.016,"20,000",02,2025,"20,000",02,2025,R$ 845.00,Centro-Oeste,MS,Brasil,Nordeste,BA,R$ 320.00,R$ 320.00,R$ 640.00,24.26%,"40,000"
2024,12,7,Prata,Campo Grande,Vitória,Latam,Latam,R$ 0.024,"11,997",03,2025,"11,997",03,2025,R$ 847.00,Centro-Oeste,MS,Brasil,Sudeste,ES,R$ 287.93,R$ 287.93,R$ 575.86,32.01%,"23,994"
2024,12,7,Prata,Cuiabá,Foz do Iguaçu,Latam,Latam,R$ 0.024,"8,559",03-05,2025,"8,559",03-05,2025,R$ 636.00,Centro-Oeste,MT,Brasil,Sul,PR,R$ 205.42,R$ 205.42,R$ 410.83,35.40%,"17,118"
2024,12,7,Bronze,Cuiabá,Salvador,Gol,Smiles,R$ 0.016,"20,500",02,2025,"20,500",02,2025,R$ 790.00,Centro-Oeste,MT,Brasil,Nordeste,BA,R$ 328.00,R$ 328.00,R$ 656.00,16.96%,"41,000"
2024,12,7,Prata,Joinville,Zagreb,Latam,Latam,R$ 0.024,"73,901",06,2025,"73,691",06,2025,"R$ 5,160.00",Sul,SC,Croácia,Exterior,Noroeste,"R$ 1,773.62","R$ 1,768.58","R$ 3,542.21",31.35%,"147,592"
2024,12,7,Bronze,Florianópolis ,Varsóvia,Latam,Latam,R$ 0.024,"77,669",02,2025,"84,787",02,2025,"R$ 5,406.00",Sul,SC,Polônia,Exterior,Capital,"R$ 1,864.06","R$ 2,034.89","R$ 3,898.94",27.88%,"162,456"
2024,12,7,Bronze,Foz do Iguaçu,Santiago,Latam,Latam,R$ 0.024,"19,941",02,2025,"19,941",02,2025,"R$ 1,258.00",Sul,PR,Chile,Exterior,Capital,R$ 478.58,R$ 478.58,R$ 957.17,23.91%,"39,882"
2024,12,7,Bronze,Porto Alegre,Los Angeles,United,Azul,R$ 0.019,"62,500",02,2025,"62,500",02,2025,"R$ 3,282.00",Sul,RS,EUA,Exterior,Califórnia,"R$ 1,187.50","R$ 1,187.50","R$ 2,375.00",27.64%,"125,000"
2024,12,7,Ouro,Florianópolis ,Assunção,Azul,Azul,R$ 0.019,"8,000",03,2025,"8,000",03,2025,R$ 767.00,Sul,SC,Paraguai,Exterior,Capital,R$ 152.00,R$ 152.00,R$ 304.00,60.37%,"16,000"
2024,12,7,Bronze,Porto Alegre,São Paulo,Gol,Smiles,R$ 0.016,"12,000",02-03,2025,"12,000",02-03,2025,R$ 478.00,Sul,RS,Brasil,Sudeste,SP,R$ 192.00,R$ 192.00,R$ 384.00,19.67%,"24,000"
2024,12,7,Bronze,Navegantes,São Paulo,Gol,Smiles,R$ 0.016,"11,600",02,2025,"13,800",02,2025,R$ 516.00,Sul,SC,Brasil,Sudeste,SP,R$ 185.60,R$ 220.80,R$ 406.40,21.24%,"25,400"
2024,12,7,Prata,Curitiba,São Paulo,Gol,Smiles,R$ 0.016,"8,700",03,2025,"8,700",03,2025,R$ 414.00,Sul,PR,Brasil,Sudeste,SP,R$ 139.20,R$ 139.20,R$ 278.40,32.75%,"17,400"
2024,12,7,Bronze,Joinville,Curitiba,Gol,Smiles,R$ 0.016,"25,000",02,2025,"24,000",04,2025,R$ 943.00,Sul,SC,Brasil,Sul,PR,R$ 400.00,R$ 384.00,R$ 784.00,16.86%,"49,000"
2024,12,7,Bronze,Maringá,São Paulo,Gol,Smiles,R$ 0.016,"13,800",02,2025,"15,000",02,2025,R$ 596.00,Sul,PR,Brasil,Sudeste,SP,R$ 220.80,R$ 240.00,R$ 460.80,22.68%,"28,800"
2024,12,7,Bronze,São Paulo,Keflavik,Air Canada,Azul,R$ 0.019,"133,000",09,2025,"133,000",10,2025,"R$ 5,697.00",Sudeste,SP,Islândia,Exterior,Sudoeste,"R$ 2,527.00","R$ 2,527.00","R$ 5,054.00",11.29%,"266,000"
2024,12,7,Prata,São Paulo,Zagreb,Latam,Latam,R$ 0.024,"73,901",02-06,2025,"73,691",02-06,2025,"R$ 5,067.00",Sudeste,SP,Croácia,Exterior,Noroeste,"R$ 1,773.62","R$ 1,768.58","R$ 3,542.21",30.09%,"147,592"
2024,12,7,Prata,São Paulo,Johanesburgo,Latam,Latam,R$ 0.024,"46,727",02-03,2025,"56,658",02-03-04,2025,"R$ 3,599.00",Sudeste,SP,Africa do Sul,Exterior,Capital,"R$ 1,121.45","R$ 1,359.79","R$ 2,481.24",31.06%,"103,385"
2024,12,7,Bronze,Rio de Janeiro,Londres,Air France,Smiles,R$ 0.016,"130,700",02,2025,"130,700",02,2025,"R$ 5,176.00",Sudeste,RJ,Inglaterra,Exterior,Capital,"R$ 2,091.20","R$ 2,091.20","R$ 4,182.40",19.20%,"261,400"
2024,12,7,Bronze,São Paulo,Havana,Latam,Latam,R$ 0.024,"47,104",03,2025,"47,104",04,2025,"R$ 3,181.00",Sudeste,SP,Cuba,Exterior,Capital,"R$ 1,130.50","R$ 1,130.50","R$ 2,260.99",28.92%,"94,208"
2024,12,7,Bronze,Belo Horizonte,Santiago,Sky Airlines,Smiles,R$ 0.016,"43,000",09,2025,"43,000",09,2025,"R$ 1,813.00",Sudeste,MG,Chile,Exterior,Capital,R$ 688.00,R$ 688.00,"R$ 1,376.00",24.10%,"86,000"
2024,12,7,Bronze,Rio de Janeiro,São Paulo,Gol,Smiles,R$ 0.016,"9,100",02,2025,"9,100",02,2025,R$ 409.00,Sudeste,RJ,Brasil,Sudeste,SP,R$ 145.60,R$ 145.60,R$ 291.20,28.80%,"18,200"
2024,12,7,Bronze,Belo Horizonte,Londrina,Gol,Smiles,R$ 0.016,"13,800",03,2025,"13,800",03,2025,R$ 576.00,Sudeste,MG,Brasil,Sul,PR,R$ 220.80,R$ 220.80,R$ 441.60,23.33%,"27,600"
2024,12,7,Bronze,Vitória,Rio de Janeiro,Gol,Smiles,R$ 0.016,"12,000",02,2025,"12,000",02,2025,R$ 472.00,Sudeste,ES,Brasil,Sudeste,RJ,R$ 192.00,R$ 192.00,R$ 384.00,18.64%,"24,000"
2024,12,7,Bronze,Vitória,Porto Alegre,Gol,Smiles,R$ 0.016,"19,100",03,2025,"19,100",03,2025,R$ 692.00,Sudeste,ES,Brasil,Sul,RS,R$ 305.60,R$ 305.60,R$ 611.20,11.68%,"38,200"
2024,12,7,Ouro,São Paulo,Madri,Ibéria,Latam,R$ 0.024,"21,250",06,2025,"21,250",06,2025,"R$ 4,371.00",Sudeste,SP,Espanha,Exterior,Capital,R$ 510.00,R$ 510.00,"R$ 1,020.00",76.66%,"42,500"
2024,12,7,Bronze,São Paulo,Montreal,Air Canada,Azul,R$ 0.019,"75,000",09,2025,"75,000",09,2025,"R$ 3,501.00",Sudeste,SP,Canadá,Exterior,Quebec,"R$ 1,425.00","R$ 1,425.00","R$ 2,850.00",18.59%,"150,000"
2024,12,7,Prata,Rio de Janeiro,Miami,Latam,Latam,R$ 0.024,"41,870",03,2025,"41,870",03,2025,"R$ 2,921.00",Sudeste,RJ,EUA,Exterior,Flórida,"R$ 1,004.88","R$ 1,004.88","R$ 2,009.76",31.20%,"83,740"
2024,12,8,Bronze,Manaus,Assunção,Gol,Smiles,R$ 0.016,"47,000",02-06,2025,"47,000",02-06,2025,"R$ 1,861.00",Norte,AM,Paraguai,Exterior,Capital,R$ 752.00,R$ 752.00,"R$ 1,504.00",19.18%,"94,000"
2024,12,8,Prata,Manaus,Assunção,Azul,Azul,R$ 0.019,"26,000",03,2025,"26,000",04,2025,"R$ 1,561.00",Norte,AM,Paraguai,Exterior,Capital,R$ 494.00,R$ 494.00,R$ 988.00,36.71%,"52,000"
2024,12,8,Bronze,Palmas,Assunção,Azul,Azul,R$ 0.019,"58,000",03,2025,"36,000",04,2025,"R$ 2,067.00",Norte,TO,Paraguai,Exterior,Capital,"R$ 1,102.00",R$ 684.00,"R$ 1,786.00",13.59%,"94,000"
2024,12,8,Prata,Belém,Santiago,Latam,Latam,R$ 0.024,"28,262",03,2025,"28,262",03-04,2025,"R$ 2,269.00",Norte,PA,Chile,Exterior,Capital,R$ 678.29,R$ 678.29,"R$ 1,356.58",40.21%,"56,524"
2024,12,8,Bronze,Manaus,Miami,Copa Airlines,Azul,R$ 0.019,"59,000",03,2025,"59,000",03,2025,"R$ 2,643.00",Norte,AM,EUA,Exterior,Flórida,"R$ 1,121.00","R$ 1,121.00","R$ 2,242.00",15.17%,"118,000"
2024,12,8,Prata,Belém,Macapá,Latam,Latam,R$ 0.024,"6,941",02-03,2025,"6,941",02-03,2025,R$ 492.00,Norte,PA,Brasil,Norte,AP,R$ 166.58,R$ 166.58,R$ 333.17,32.28%,"13,882"
2024,12,8,Bronze,Manaus,São Luís,Azul,Azul,R$ 0.019,"33,660",01-02-04-05-06,2025,"37,620",01-02-04-05-06,2025,"R$ 1,589.00",Norte,AM,Brasil,Nordeste,MA,R$ 639.54,R$ 714.78,"R$ 1,354.32",14.77%,"71,280"
2024,12,8,Bronze,Manaus,Belém,Azul,Azul,R$ 0.019,"15,520",02,2025,"18,400",02,2025,R$ 797.00,Norte,AM,Brasil,Norte,PA,R$ 294.88,R$ 349.60,R$ 644.48,19.14%,"33,920"
2024,12,8,Prata,Palmas,Florianópolis,Latam,Latam,R$ 0.024,"12,097",01,2025,"11,909",01,2025,R$ 872.00,Norte,TO,Brasil,Sul,SC,R$ 290.33,R$ 285.82,R$ 576.14,33.93%,"24,006"
2024,12,8,Bronze,Palmas,São Paulo,Latam,Latam,R$ 0.024,"12,115",02,2025,"12,115",03,2025,R$ 715.00,Norte,TO,Brasil,Sudeste,SP,R$ 290.76,R$ 290.76,R$ 581.52,18.67%,"24,230"
2024,12,8,Ouro,Salvador,Santiago,Latam,Latam,R$ 0.024,"19,470",04,2025,"19,470",04,2025,"R$ 1,976.00",Nordeste,BA,Chile,Exterior,Capital,R$ 467.28,R$ 467.28,R$ 934.56,52.70%,"38,940"
2024,12,8,Bronze,Fortaleza,Buenos Aires,Gol,Smiles,R$ 0.016,"48,500",03,2025,"48,500",04,2025,"R$ 2,066.00",Nordeste,CE,Argentina,Exterior,Capital,R$ 776.00,R$ 776.00,"R$ 1,552.00",24.88%,"97,000"
